cve_ent,nom_ent,cve_mun,nom_mun,cvegeo,cve_ageb,pobreza,pobreza_ext
9,Ciudad de México,9015,Cuauhtémoc,090150001063A,063A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001070A,070A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001088A,088A,"(18, 34)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001095A,095A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001106A,106A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001113A,113A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001120A,120A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001138A,138A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001145A,145A,"(0, 18)","(0, 20)"
9,Ciudad de México,9015,Cuauhtémoc,090150001152A,152A,"(18, 34)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001004A,004A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001011A,011A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001029A,029A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001036A,036A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001043A,043A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001050A,050A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001068A,068A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001075A,075A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001082A,082A,"(18, 34)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001100A,100A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001118A,118A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001125A,125A,"(0, 18)","(0, 20)"
9,Ciudad de México,9016,Miguel Hidalgo,090160001132A,132A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001009A,009A,"(18, 34)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001016A,016A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001023A,023A,"(18, 34)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001030A,030A,"(18, 34)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001048A,048A,"(18, 34)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001055A,055A,"(18, 34)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001062A,062A,"(34, 50)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001087A,087A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001094A,094A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001105A,105A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001112A,112A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001137A,137A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001144A,144A,"(0, 18)","(0, 20)"
9,Ciudad de México,9017,Venustiano Carranza,090170001151A,151A,"(18, 34)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0393,"(70, 100)","(20, 50)"
15,México,15002,Acolman,1.5002E+12,0228,"(34, 50)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0232,"(34, 50)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0177,"(50, 70)","(0, 20)"
15,México,15002,Acolman,150020008036A,036A,"(50, 70)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0374,"(70, 100)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0656,"(34, 50)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0660,"(70, 100)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0181,"(50, 70)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0069,"(50, 70)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0073,"(50, 70)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0088,"(50, 70)","(0, 20)"
15,México,15002,Acolman,1.5002E+12,0105,"(50, 70)","(0, 20)"
